id,offering_id,subject_code,term,type,title,max_marks,weightage_pct,due_date,status
572,142,24CH101T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-12,graded
573,142,24CH101T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-01,scheduled
574,142,24CH101T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-17,scheduled
575,143,24CH101P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-20,graded
576,143,24CH101P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-10,scheduled
577,144,24CH101P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-22,graded
578,144,24CH101P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-08,scheduled
579,145,24EE101T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-06-30,graded
580,145,24EE101T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-09,graded
581,145,24EE101T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-22,graded
582,145,24EE101T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-13,graded
583,145,24EE101T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-04,scheduled
584,145,24EE101T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-16,scheduled
585,146,24EE101P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-21,graded
586,146,24EE101P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-08,scheduled
587,147,24EE101P,2026-27-ODD,Lab-CIE,Lab Continuous Evaluation,50,60,2026-08-19,graded
588,147,24EE101P,2026-27-ODD,Lab-Exam,Lab End Examination,50,40,2026-10-09,scheduled
589,148,24BT101T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-03,graded
590,148,24BT101T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-08,graded
591,148,24BT101T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-23,graded
592,148,24BT101T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-14,graded
593,148,24BT101T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-01,scheduled
594,148,24BT101T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-16,scheduled
595,149,24HS104T,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-06-30,graded
596,149,24HS104T,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-11,graded
597,149,24HS104T,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-21,graded
598,149,24HS104T,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-12,graded
599,149,24HS104T,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-01,scheduled
600,149,24HS104T,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-17,scheduled
601,150,24YOG101,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-06-30,graded
602,150,24YOG101,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-07,graded
603,150,24YOG101,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-21,graded
604,150,24YOG101,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-12,graded
605,150,24YOG101,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-03,scheduled
606,150,24YOG101,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-14,scheduled
607,151,24NSS101,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-04,graded
608,151,24NSS101,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-07,graded
609,151,24NSS101,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-24,graded
610,151,24NSS101,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-11,graded
611,151,24NSS101,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-02,scheduled
612,151,24NSS101,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-15,scheduled
613,152,24NCC101,2026-27-ODD,Quiz-1,Quiz 1,10,5,2026-07-02,graded
614,152,24NCC101,2026-27-ODD,Assignment-1,Assignment 1,10,7,2026-07-08,graded
615,152,24NCC101,2026-27-ODD,Internal-1,Internal Test 1,20,15,2026-07-25,graded
616,152,24NCC101,2026-27-ODD,Assignment-2,Assignment 2,10,8,2026-08-13,graded
617,152,24NCC101,2026-27-ODD,Internal-2,Internal Test 2,20,15,2026-09-01,scheduled
618,152,24NCC101,2026-27-ODD,End-Sem,End Semester Exam,100,40,2026-10-13,scheduled
619,153,24HS105T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-23,graded
620,153,24HS105T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-30,graded
621,153,24HS105T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-12,graded
622,153,24HS105T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-02,graded
623,153,24HS105T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-23,graded
624,153,24HS105T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-07,graded
625,154,24MA103T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-20,graded
626,154,24MA103T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-26,graded
627,154,24MA103T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-10,graded
628,154,24MA103T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-05,graded
629,154,24MA103T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-27,graded
630,154,24MA103T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-04,graded
631,155,24CH101T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-23,graded
632,155,24CH101T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-30,graded
633,155,24CH101T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-13,graded
634,155,24CH101T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-05,graded
635,155,24CH101T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-25,graded
636,155,24CH101T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-07,graded
637,156,24CH101P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-09,graded
638,156,24CH101P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-27,graded
639,157,24CH101P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-10,graded
640,157,24CH101P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-29,graded
641,158,24EE101T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-20,graded
642,158,24EE101T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-29,graded
643,158,24EE101T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-09,graded
644,158,24EE101T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-04,graded
645,158,24EE101T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-23,graded
646,158,24EE101T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-08,graded
647,159,24EE101P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-12,graded
648,159,24EE101P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-27,graded
649,160,24EE101P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-10,graded
650,160,24EE101P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-05-01,graded
651,161,24BT101T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-19,graded
652,161,24BT101T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-30,graded
653,161,24BT101T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-13,graded
654,161,24BT101T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-04,graded
655,161,24BT101T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-24,graded
656,161,24BT101T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-07,graded
657,162,24YOG101,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-19,graded
658,162,24YOG101,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-28,graded
659,162,24YOG101,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-11,graded
660,162,24YOG101,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-06,graded
661,162,24YOG101,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-25,graded
662,162,24YOG101,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-08,graded
663,163,24NCC101,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-19,graded
664,163,24NCC101,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-27,graded
665,163,24NCC101,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-09,graded
666,163,24NCC101,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-04,graded
667,163,24NCC101,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-23,graded
668,163,24NCC101,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-06,graded
669,164,24NSS101,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-21,graded
670,164,24NSS101,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-28,graded
671,164,24NSS101,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-10,graded
672,164,24NSS101,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-06,graded
673,164,24NSS101,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-25,graded
674,164,24NSS101,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-08,graded
675,165,24HS104T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-19,graded
676,165,24HS104T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-29,graded
677,165,24HS104T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-12,graded
678,165,24HS104T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-05,graded
679,165,24HS104T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-23,graded
680,165,24HS104T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-04,graded
681,166,24CP102T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-22,graded
682,166,24CP102T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-30,graded
683,166,24CP102T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-09,graded
684,166,24CP102T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-05,graded
685,166,24CP102T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-27,graded
686,166,24CP102T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-06,graded
687,167,24CP102P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-11,graded
688,167,24CP102P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-27,graded
689,168,24CP102P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-12,graded
690,168,24CP102P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-30,graded
691,169,24HS105T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-20,graded
692,169,24HS105T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-29,graded
693,169,24HS105T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-13,graded
694,169,24HS105T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-05,graded
695,169,24HS105T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-25,graded
696,169,24HS105T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-05,graded
697,170,24MA103T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-22,graded
698,170,24MA103T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-28,graded
699,170,24MA103T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-13,graded
700,170,24MA103T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-04,graded
701,170,24MA103T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-24,graded
702,170,24MA103T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-07,graded
703,171,24CH101T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-20,graded
704,171,24CH101T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-26,graded
705,171,24CH101T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-11,graded
706,171,24CH101T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-03,graded
707,171,24CH101T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-24,graded
708,171,24CH101T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-07,graded
709,172,24CH101P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-13,graded
710,172,24CH101P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-30,graded
711,173,24CH101P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-09,graded
712,173,24CH101P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-30,graded
713,174,24EE101T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-20,graded
714,174,24EE101T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-27,graded
715,174,24EE101T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-10,graded
716,174,24EE101T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-03,graded
717,174,24EE101T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-25,graded
718,174,24EE101T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-04,graded
719,175,24EE101P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-13,graded
720,175,24EE101P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-28,graded
721,176,24EE101P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-13,graded
722,176,24EE101P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-27,graded
723,177,24ME102P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-12,graded
724,177,24ME102P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-05-01,graded
725,178,24ME102P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-12,graded
726,178,24ME102P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-29,graded
727,179,24YOG101,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-22,graded
728,179,24YOG101,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-28,graded
729,179,24YOG101,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-11,graded
730,179,24YOG101,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-05,graded
731,179,24YOG101,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-25,graded
732,179,24YOG101,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-04,graded
733,180,24NCC101,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-22,graded
734,180,24NCC101,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-29,graded
735,180,24NCC101,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-11,graded
736,180,24NCC101,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-06,graded
737,180,24NCC101,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-24,graded
738,180,24NCC101,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-06,graded
739,181,24NSS101,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-19,graded
740,181,24NSS101,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-28,graded
741,181,24NSS101,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-13,graded
742,181,24NSS101,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-02,graded
743,181,24NSS101,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-23,graded
744,181,24NSS101,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-04,graded
745,182,24HS104T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-20,graded
746,182,24HS104T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-28,graded
747,182,24HS104T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-12,graded
748,182,24HS104T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-05,graded
749,182,24HS104T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-27,graded
750,182,24HS104T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-08,graded
751,183,24CP102T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-19,graded
752,183,24CP102T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-30,graded
753,183,24CP102T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-10,graded
754,183,24CP102T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-02,graded
755,183,24CP102T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-26,graded
756,183,24CP102T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-05,graded
757,184,24CP102P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-09,graded
758,184,24CP102P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-27,graded
759,185,24CP102P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-09,graded
760,185,24CP102P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-27,graded
761,186,24HS105T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-21,graded
762,186,24HS105T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-29,graded
763,186,24HS105T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-09,graded
764,186,24HS105T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-06,graded
765,186,24HS105T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-26,graded
766,186,24HS105T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-06,graded
767,187,24MA103T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-21,graded
768,187,24MA103T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-26,graded
769,187,24MA103T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-12,graded
770,187,24MA103T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-03,graded
771,187,24MA103T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-27,graded
772,187,24MA103T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-08,graded
773,188,24CH101T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-20,graded
774,188,24CH101T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-29,graded
775,188,24CH101T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-13,graded
776,188,24CH101T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-05,graded
777,188,24CH101T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-26,graded
778,188,24CH101T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-06,graded
779,189,24CH101P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-13,graded
780,189,24CH101P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-28,graded
781,190,24CH101P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-11,graded
782,190,24CH101P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-27,graded
783,191,24EE101T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-20,graded
784,191,24EE101T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-26,graded
785,191,24EE101T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-12,graded
786,191,24EE101T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-03,graded
787,191,24EE101T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-27,graded
788,191,24EE101T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-05,graded
789,192,24EE101P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-13,graded
790,192,24EE101P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-28,graded
791,193,24EE101P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-11,graded
792,193,24EE101P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-30,graded
793,194,24ME102P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-09,graded
794,194,24ME102P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-30,graded
795,195,24ME102P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-09,graded
796,195,24ME102P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-05-01,graded
797,196,24YOG101,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-22,graded
798,196,24YOG101,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-28,graded
799,196,24YOG101,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-13,graded
800,196,24YOG101,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-04,graded
801,196,24YOG101,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-26,graded
802,196,24YOG101,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-04,graded
803,197,24NCC101,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-22,graded
804,197,24NCC101,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-26,graded
805,197,24NCC101,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-11,graded
806,197,24NCC101,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-05,graded
807,197,24NCC101,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-26,graded
808,197,24NCC101,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-04,graded
809,198,24NSS101,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-19,graded
810,198,24NSS101,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-27,graded
811,198,24NSS101,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-10,graded
812,198,24NSS101,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-05,graded
813,198,24NSS101,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-27,graded
814,198,24NSS101,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-06,graded
815,199,24HS104T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-19,graded
816,199,24HS104T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-29,graded
817,199,24HS104T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-12,graded
818,199,24HS104T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-03,graded
819,199,24HS104T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-23,graded
820,199,24HS104T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-07,graded
821,200,24CP102T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-21,graded
822,200,24CP102T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-29,graded
823,200,24CP102T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-09,graded
824,200,24CP102T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-06,graded
825,200,24CP102T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-27,graded
826,200,24CP102T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-07,graded
827,201,24CP102P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-11,graded
828,201,24CP102P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-29,graded
829,202,24CP102P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-11,graded
830,202,24CP102P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-30,graded
831,203,24MA103T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-22,graded
832,203,24MA103T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-26,graded
833,203,24MA103T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-13,graded
834,203,24MA103T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-03,graded
835,203,24MA103T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-27,graded
836,203,24MA103T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-05,graded
837,204,24CH101T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-20,graded
838,204,24CH101T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-30,graded
839,204,24CH101T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-13,graded
840,204,24CH101T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-03,graded
841,204,24CH101T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-23,graded
842,204,24CH101T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-07,graded
843,205,24CH101P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-12,graded
844,205,24CH101P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-30,graded
845,206,24CH101P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-11,graded
846,206,24CH101P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-27,graded
847,207,24CP102T,2025-26-EVEN,Quiz-1,Quiz 1,10,5,2026-01-19,graded
848,207,24CP102T,2025-26-EVEN,Assignment-1,Assignment 1,10,7,2026-01-28,graded
849,207,24CP102T,2025-26-EVEN,Internal-1,Internal Test 1,20,15,2026-02-09,graded
850,207,24CP102T,2025-26-EVEN,Assignment-2,Assignment 2,10,8,2026-03-04,graded
851,207,24CP102T,2025-26-EVEN,Internal-2,Internal Test 2,20,15,2026-03-26,graded
852,207,24CP102T,2025-26-EVEN,End-Sem,End Semester Exam,100,40,2026-05-04,graded
853,208,24CP102P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-10,graded
854,208,24CP102P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-28,graded
855,209,24CP102P,2025-26-EVEN,Lab-CIE,Lab Continuous Evaluation,50,60,2026-03-10,graded
856,209,24CP102P,2025-26-EVEN,Lab-Exam,Lab End Examination,50,40,2026-04-30,graded
